decision,oaid,doi,year,title,reason
MAYBE,W4401124349,10.54596/2958-0048-2024-2-90-95,2024,THE ROLE OF SOCIAL MEDIA IN THE DEVELOPMENT OF POLITICAL CRISES,content analysis of crisis posts; misinformation share unclear
MAYBE,W7133549810,10.5210/spir.v2024i0.15239,2026,"THROWING SPAGHETTI, SEEING WHAT STICKS: ITERATIVE DECEPTION IN DIGITAL STRATEGIC INFORMATION OPERATIONS","Facebook information operations, may quantify deceptive content"
MAYBE,W3047238509,10.5210/spir.v2019i0.10941,2019,"TRUST IN TAIWAN’S MEDIA ECOLOGY, AUDIENCE AND CIVIC ENGAGEMENT: 2018 TAIWANESE LOCAL ELECTIONS AND NATIONAL REFERENDA AS A CASE STUDY",panel includes fake news sharing survey and Twitter analysis
MAYBE,W4281567619,10.1016/j.techsoc.2022.102004,2022,Tackling fake news in socially mediated public spheres: A comparison of Weibo and WeChat,content analysis of fake-news debunking posts; denominator unclear
MAYBE,W4381893159,10.1016/j.fertnstert.2023.06.014,2023,Taking AIm at medical misinformation,no abstract; title cannot rule out an empirical estimate
MAYBE,W1672733492,10.14687/ijhs.v11i1.2732,2014,"Tamamlayıcı alternatif tıp ile ilgili gazete haberlerinin gazetecilik, halk sağlığı ve tıbbi etik boyutuyla değerlendirilmesi1",quantified newspaper CAM content analysis; misleading-content coding unclear
MAYBE,W4417536004,10.29188/2712-9217-2025-11-3-19-24,2025,Technology of trust: «Vaxi» – a modern vaccination solution.,survey reports share consulting unregulated vaccine information sources
MAYBE,W3113416514,10.1093/eurheartj/ehaa1019,2020,TeleHealth in the digital revolution era,Twitter analysis reporting misinformation among COVID tweets
MAYBE,W7164888575,10.67107/jcmr.2025.613,2025,Textual analysis of Covid-19 messages on WhatsApp personal chats and group forums in Nigeria,content analysis of forwarded WhatsApp messages
MAYBE,W7163666005,10.5281/zenodo.20554354,2026,The 'Market Place of Ideas' in an Era of Algorithmic Amplification: Theory Vs. Reality,platform audits may quantify inaccurate content amplified
MAYBE,W4402617605,10.5840/pcaa201975110,2019,The Age of Fragmentation: 100 Days of Trump’s Tweets through the Lens of Neil Postman,tweet content analysis with disinformation theme; share unclear
MAYBE,W4386499327,10.37745/ijeld.2013/vol11n83040,2023,"The Challenges of Internet Usage for Academic Activities Among Students of Delta State University, Abraka",student survey may report fake-news encounters
MAYBE,W4387845731,10.18357/otessaj.2023.3.1.48,2023,The Complexities of Using Digital Social Networks in Teaching and Learning,instructor survey may quantify misinformation as challenge
MAYBE,W4414897437,10.52340/healthecosoc.2025.09.02.10,2025,The Crisis of Trust in the Digital Age: Potential and Limitations of Civic Engagement in Georgia,quantitative survey data may report disinformation exposure
MAYBE,W7161428748,10.55041/isjem07479,2026,"The Dual Impact of Social Media on Modern Lifestyles and Societal Dynamics: Opportunities, Challenges, and Ethical Implications",survey of 500 may report fake-news exposure share
MAYBE,W4414745983,10.58578/ijecs.v3i3.7531,2025,The Effectiveness of Digital Political Communication in Increasing Generation Z Political Participation in Indonesia,survey of 380 flags misinformation as measured challenge
MAYBE,W4417292706,10.63282/3050-9262.ijaidsml-v6i3p116,2025,The Effectiveness of Social Media in Customer Risk Awareness,content compendium of risk posts may quantify misinformation share
MAYBE,W3188384768,10.2196/29929,2021,The Impact of COVID-19 on Conspiracy Hypotheses and Risk Perception in Italy: Infodemiological Survey Study Using Google Trends,Google Trends conspiracy interest; possible exposure-like estimate
MAYBE,W4405354334,10.54097/yt8x9g64,2024,The Impact of Digital Media on Mass Communication: A Mixed-method Study,survey of 500 may report perceived misinformation exposure
MAYBE,W7172201378,10.24818/ea/2026/73/958,2026,The Impact of Fake News on Consumer Trust in Fast-Food Restaurants: Perceptions of Young People in Bucharest,"survey of perceived fake news influence, share unclear"
MAYBE,W4205325104,10.4103/jiaphd.jiaphd_56_21,2021,"The Impact of Panic Spread in Social Media Over COVID-19 on Dental Students of Nellore, India – A Cross-Sectional Study",student survey on fake-news exposure and panic; exposure share unclear
MAYBE,W4404866307,10.54254/2753-7064/51/20242591,2024,The Impact of Social Fake News on Different Groups of People-Take TikTok and Kuaishou for Example,survey of fake news acceptance may report exposure share
MAYBE,W4381274228,10.5281/zenodo.8060974,2022,The Impact of Social Media on Political Participation and Mobilization in Nigeria,survey; misinformation spread among reported impacts
MAYBE,W7127141106,10.54660/.ijhsi.2026.2.1.10-15,2026,The Impact of Social Media on Shaping Voter’s Political Opinions: A Study of the 2024 Presidential Election in Sri Lanka,survey may report share encountering election misinformation
MAYBE,W7117312300,10.18535/sshj.v9i12.2152,2025,"The Importance of Media Literacy in the Dissemination and Acceptance of Disaster-Related Information on Digital Platforms: Specifically, to the Ditva Tropical Cyclone Disaster in Sri Lanka in November 2025",survey of 300 may report disaster-misinformation exposure share
MAYBE,W7168141838,10.12688/f1000research.185707.1,2026,"The Influence of Digital Democracy, Political Literacy, and Post-Truth Politics on Gen Z Political Participation in the 2024 Elections in Indonesia",post-truth survey scale may include exposure items
MAYBE,W7171979756,10.58812/wsiss.v4i03.2983,2026,The Influence of Religiosity and Digital Literacy on Anti-Religious Misinformation Behavior Among Social Media Users in Indonesia,survey of self-reported disinformation-sharing behaviour
MAYBE,W7203548458,10.5281/zenodo.21944365,2026,The Influence of Social Media on Youth Voting Behaviour in Ilorin West Local Government Area during the 2023 Kwara State Gubernatorial Election,voter survey reporting misinformation among findings
MAYBE,W4406382191,10.47772/ijriss.2024.8120234,2025,"The Invisible Majority: Rural Women, Digital Campaigns, and Political Violence",mixed-methods survey may quantify disinformation experiences
MAYBE,W4390672319,10.3390/soc14010006,2024,The Media and Information in the Content Diet of Colombian Social Media Users,"content-diet analysis of media posts, misinformation coding unclear"
MAYBE,W3157245184,10.1525/gp.2021.19054,2021,The Multidimensionality of Trust: Assessing Finnish Audiences’ Views on the Trustworthiness of Digital News,audience surveys on news trust; may report perceived disinformation
MAYBE,W4386711659,10.19165/psys7271,2023,"The Not-So-Silent ""Majority'': An Automated Content Analysis of Anti-Government Online Communities",content analysis may quantify disinformation share
MAYBE,W7165644714,10.36685/jlssm.v3i1.2043,2026,The Paradox of Mental Health Literacy on Social Media: Between Information Accessibility and the Risk of Digital Misinformation,mixed-methods study measuring misinformation exposure
MAYBE,W7171524435,10.5209/poso.99518,2026,The Portuguese paradox: high trust in the news and the perils of social media disinformation in elections,Digital News Report data; may report disinformation exposure/concern
MAYBE,W7169700813,,2026,The Proliferation of Misinformation Is Unprecedented: How Do Concerns About Misinformation Affect Travelers’ Trust in Online Reviews?,survey measures misinformation concern; may report perceived amount
MAYBE,W4409319996,10.2196/65217,2025,The Quality of Dermatology Match Information on Social Media Platforms: Cross-Sectional Analysis,"34 online sources checked against official data, share unclear"
MAYBE,W7203664307,10.55737/trt/v-v.300,2026,The Role of Artificial Intelligence in Combating Climate Change Misinformation Across Digital Media Platforms,survey n=300 with self-reported weekly climate misinformation exposure
MAYBE,W4285079489,10.54940/ss60022913,2021,The Role of Educational Content in Raising the Skill of Media Students in Detecting False News on Digital Platforms: A field Study on a Sample of Students from Media Colleges and Departments in Arab Universities,media students survey on false-news verification; exposure share unclear
MAYBE,W7171162740,10.67228/3071561x/ijirht-2022pii3j9s,2021,The Role of Online Forums in Shaping Public Discourse,forum content analysis mentioning misinformation; share unclear
MAYBE,W4390677955,10.35516/jjss.v16i3.2206,2023,The Role of Social Media Networks in Promoting a Culture of Tolerance and Combating Extremism from the Perspective of Gulf Cooperation Council Students Studying at Jordanian Universities,student survey on social media may report fake-news encounter share
MAYBE,W7172338269,10.47772/ijriss.2026.100700353,2026,The Role of Social Media as a Platform for Citizen Journalism in Sri Lanka,citizen journalism survey may report misinformation encounter share
MAYBE,W7163804487,10.65521/ijrdmr.v15i2.3255,2026,The Role of Social Media in Influencing Investment Decisions,investor survey may report misinformation exposure share
MAYBE,W4414519581,10.11114/smc.v13i4.7989,2025,The Role of Social Media in Mitigating Risks During Civil Unrest: The Case of the 2021 Looting in KwaZulu-Natal,survey of 299 may report share encountering misinformation
MAYBE,W4415623404,10.36902/jcas.v1.i1.4,2025,The Role of Social Media in Shaping Political Participation among University Students.,mixed-methods survey names misinformation among results
MAYBE,W3127643009,10.31703/glsr.2020(v-iv).02,2020,The Smokescreen of Media during COVID-19 and Its Perpetual Resolutions: A Thick Description,study of fake news and rumours in COVID media coverage
MAYBE,W4405248240,10.1007/s10606-024-09506-w,2024,The Social Convergence of Information Disorder: Discovery and Analysis of the “Fertile Ground” of COVID-19 Vaccine Hesitancy,large Twitter collection may report misinformation share
MAYBE,W4390604998,10.1016/j.vaccine.2024.01.001,2024,The Social Ecology of Health Beliefs and Misinformation Framework: Examining the impact of misinformation on vaccine uptake through individual and sociological factors,"no abstract; misinformation and vaccine uptake framework, design unclear"
MAYBE,W4407875472,10.71064/spu.amjr.9.2.315,2025,The Spread of Information Disorder on Facebook and its Impact on Sociocultural Sustainability,survey on exposure to information disorder on Facebook
MAYBE,W7143515221,10.59141/cerdika.v6i3.3388,2026,The Use of Social Media as A Medium For Disseminating Academic Information,survey may report perceived misinformation share among 450 respondents
MAYBE,W4393232587,10.38043/commusty.v2i1.4979,2024,The Utilization of Twitter in The Anticipation of Covid-19 Hoax News in Yogyakarta City,vague abstract; may quantify hoax content on Twitter
MAYBE,W2617152350,10.1016/j.joms.2017.03.040,2017,The Year of Living Alternative Factually,"no abstract; post-truth title, empirical content not ruled out"
MAYBE,W7117760189,10.33545/26649845.2025.v7.i2m.481,2025,The algorithmic curator: A Bayesian analysis of social media's influence on news consumption patterns and biases,survey measures perceived biased-news spread; share unclear
MAYBE,W4414610988,10.1080/01416200.2025.2567281,2025,The branding and perception of madrasahs on social media: an analysis of misinformation and public sentiment using social network analysis,25k-tweet analysis may report misinformation share
MAYBE,W4316618180,10.55367/hjwl1906,2022,The effects of online disinformation on a digital society in a fragile democracy,analyses Georgian disinformation data; share unclear
MAYBE,W4400383613,10.21608/mcr.2023.363542,2023,The impact of Freedom and Economic Development on the work of Social Media Platforms Across Nations “A Secondary Analysis in the Light of Normative Theories’ Principals”,"secondary analysis of 25-country fake news survey, share unclear"
MAYBE,W2991713571,10.5455/annalsmedres.2019.09.514,2019,The impact of social media news on the health perception of society,survey may report perceived misinformation exposure or unreliability
MAYBE,W4413168196,10.64370/hcpz6546,2022,"The narrative in digital space, hate speech, fake news, and attempt for their ethical cleansing","empirical content analysis of fake news/hate speech, share unclear"
MAYBE,W7204253215,10.1016/j.jfscie.2026.100081,2026,The reliability of answers about root canal retreatment provided by artificial intelligence chatbots,100 chatbot answers scored incl. lack-of-misinformation dimension
MAYBE,W7147344981,10.22271/27084450.2026.v7.i2a.149,2026,The role of algorithmic news curation in shaping public discourse: A research on Facebook and X (Twitter) users in the United Kingdom,UK news-curation survey may report perceived misinformation exposure
MAYBE,W7169800343,10.24198/inf.v6i1.69305,2026,The role of social media as information infrastructure for the integration and information practices of migrant communities,migrant survey reports shares; misinformation exposure a barrier
MAYBE,W7156135695,10.24911/ijmdc.51-1769931645,2026,The role of social media on health decision-making among families in Saudi Arabia,health survey; may report perceived misinformation exposure
MAYBE,W7169586193,10.1007/s10389-026-02853-6,2026,The role of social media platforms in shaping menstrual health literacy among adolescent girls: a scoping review,no abstract; scoping review of social media health content
MAYBE,W2903903405,,2018,The tactics & tropes of the Internet Research Agency,platform-data report on IRA disinformation; reach estimates possible
MAYBE,W4414351820,10.31039/bjir.v2i8.65,2025,The use of social media in the creation political awareness of youth in Delta State,survey of 500; perceived falsity/unreliability of political content
MAYBE,W2965560451,10.1016/j.transproceed.2019.01.170,2019,Thematic Analysis of the Organ Transplantation News in Turkish Press,press content analysis may code inaccurate coverage; no abstract
MAYBE,W4379768255,10.1097/tp.0000000000004691,2023,TikTok and Transplantation: A Trending Opportunity,TikTok post content analysis; accuracy coding unclear
MAYBE,W4383070440,10.12785/ijcds/140112,2023,"Topic Modelling, Classification and Characterization of Critical Information",classifier paper but reports share of tweets labelled fake
MAYBE,W7122536298,10.1186/s43067-025-00311-z,2026,Topic evolution in social media discourse during global health emergencies,70k tweets analysed; misinformation share possible
MAYBE,W4286362903,10.1109/tts.2022.3192757,2022,Tracking Anti-Vax Social Movement Using AI-Based Social Media Monitoring,tweet monitoring; possible anti-vax misinformation share
MAYBE,W4385172648,10.1016/j.foreco.2023.121274,2023,Trends in bushfire related tweets during the Australian ‘Black Summer’ of 2019/20,80000 tweets analysed; arson misinformation share possible
MAYBE,W7161358701,,2026,"Trust in the Digital Age: Podcasts, Alternative Media, and the Reconfiguration of Institutional Legitimacy","trust/alternative media essay, methods unclear"
MAYBE,W4311661047,10.2196/37924,2022,Twitter Trends for Celiac Disease and the Gluten-Free Diet: Cross-sectional Descriptive Analysis,tweet content analysis with superuser concentration
MAYBE,W2052303061,10.1002/bult.2010.1720360505,2010,Twitter‐based information distribution during the 2009 Red River Valley flood threat,crisis Twitter study; may code rumour/misinformation share
MAYBE,W7160643245,10.1088/2515-7620/ae6b10,2026,U.S. television news coverage of climate change policy is aggregately balanced but polarized,TV news content analysis of balance; accuracy coding unclear
MAYBE,W4404038014,10.5210/fm.v29i11.13831,2024,Uncovering coordinated cross-platform information operations: Threatening the integrity of the 2024 U.S. presidential election,coordinated network sharing low-quality links; sharing/concentration shares possible
MAYBE,W7152736191,10.1108/el-09-2025-0366,2026,Understanding AI-generated content user intermittent discontinuance: a COR theory perspective,AIGC user survey may report perceived misinformation measure
MAYBE,W2974446869,10.11114/smc.v7i2.4525,2019,Understanding Social Media’s Role in Propagating Falsehood in Conflict Situations: Case of the Cameroon Anglophone Crisis,content analysis of falsehood on WhatsApp/Facebook may report shares
MAYBE,W7170062586,10.67371/ajsss.v1i1.5,2026,Use and Misuse of Social Media and National Security in Africa : A Delicate Balance between Order and Liberty in Kenya,survey of 384 users; may quantify misinformation spread
MAYBE,W4307383795,10.1093/eurpub/ckac131.172,2022,Use of Hashtags related to Covid-19 infodemics by bot accounts,infodemic tweets; may report content share
MAYBE,W4317354277,10.5281/zenodo.7547576,2023,User Perceptions of Privacy and Security in Online Social Networks,user survey may report perceived misinformation share
MAYBE,W7125949361,10.22054/ilt.2026.90658.951,2025,User Responses to Linguistic Diversity in Instagram based on the Language Subordination Model Process,quantifies proportional distribution of a misinformation category
MAYBE,W4392894021,10.25139/jsk.v7i3.7402,2023,User behaviour and hoax information on social media case of Indonesia,mixed-methods hoax spread study may report share of hoax content
MAYBE,W4391623400,10.2196/54000,2024,Using Social Listening for Digital Public Health Surveillance of Human Papillomavirus Vaccine Misinformation Online: Exploratory Study,"social listening for HPV misinformation, share of posts unclear"
MAYBE,W4412531037,10.1016/j.vaccine.2025.127511,2025,Validating community concerns of menstrual changes associated with COVID-19 vaccination using a self-controlled case series analysis of real-world data,social-media vaccine discussion analysis; possible content share
MAYBE,W4408899932,10.21037/tau-2025-104,2025,Video platforms and sexual healthcare in China: assessment of content on premature ejaculation,"582 videos, 45.19% unreliable, but DISCERN/GQS-based rating"
MAYBE,W4312177457,10.2478/jec-2022-0014,2022,Vidzeme Region Inhabitants’ Media Usage Specifics,media-use survey; may report false-news exposure
MAYBE,W4411962565,10.1007/s11616-025-00895-6,2025,Was macht eine Behauptung prüfenswert? Eine Untersuchung der Selektionskriterien beim Faktenchecken anhand der Nachrichtenwerttheorie,"no abstract; fact-check selection criteria study, eligibility unclear"
MAYBE,W4291885213,10.2196/38242,2022,Web-Based Perspectives of Deemed Consent Organ Donation Legislation in Nova Scotia: Thematic Analysis of Commentary in Facebook Groups,content analysis of 2337 comments; misinformation share possible
MAYBE,W4404443433,10.1177/14614448241293409,2024,"What does it mean to “do your own research?” A comparative content analysis of DYOR messages in Instagram and Facebook posts about reproductive health, food, and vaccines",content analysis of posts may report misinformation/conspiracy share
MAYBE,W4404133911,10.1002/jvc2.561,2024,What lies beneath: A qualitative review of misinformation on vulval lichen sclerosus,misinformation content review; quantitative share unclear
MAYBE,W4385809279,10.1108/intr-07-2022-0578,2023,"What's in the black box? How algorithmic knowledge promotes corrective and restrictive actions to counter misinformation in the USA, the UK, South Korea and Mexico",four national surveys; perceived misinformation influence measured
MAYBE,W4319054518,10.5281/zenodo.7603531,2023,WhatsApp and the Changing Face of the Zimbabwean Newsrooms: A Case of the Chronicle and NewsDay,"survey of newsroom/consumer WhatsApp use, fake news items possible"
MAYBE,W7203824328,10.11648/j.pbs.20261504.14,2026,"WhatsApp, TikTok, and Anonymous Advice: Online Support Ecologies for Youth Wellbeing in Kenya",mixed-methods youth survey plus content analysis of online advice
MAYBE,W3001303185,10.1016/j.jpainsymman.2019.12.309,2020,What’s On Your Mind? I Need Help: Identifying Social Media Resources Available to Caregivers of ALS Patients (S747),no abstract; ALS social media resource content analysis
MAYBE,W4389740491,10.1002/jvc2.339,2023,White lies? A qualitative review of internet‐based vitiligo‐related misinformation,reviews online vitiligo misinformation; share possibly reported
MAYBE,W4406258487,10.1145/3701217,2025,Women's Perspectives and Challenges in Adopting Perinatal Mental Health Technologies,analysis of 1600 posts may quantify misinformation content
MAYBE,W4361279959,10.3390/soc13040083,2023,"Xenophobia and Hate Speech towards Refugees on Social Media: Reinforcing Causes, Negative Effects, Defense and Response Mechanisms against That Speech",refugee survey may report fake-news exposure share
MAYBE,W4410567000,10.1017/s0029665125001296,2025,"Young Australian adults’ preferences, perceptions and use of online nutrition content: a qualitative study","online nutrition misinformation exposure, qualitative"
MAYBE,W7161685327,10.70682/s3r.2026.05,2026,Youth Political Awareness in the Age of Instagram-Based Citizen Journalism,survey may report misinformation exposure share
MAYBE,W7128921423,10.54476/ioer-imrj/734694,2026,"Youth’s Exposure to Social Media and Its Influence on Political Engagement in A Private Educational Institution in Lipa City, Batangas",survey measured misinformation awareness; exposure share possible
MAYBE,W4211191558,10.1177/09697330211041749,2022,‘Blurred boundaries’: When nurses and midwives give anti-vaccination advice on Facebook,nurse survey may report share posting/seeing anti-vax misinformation
MAYBE,W3092576173,10.5210/spir.v2020i0.11132,2020,‘COORDINATED INAUTHENTIC BEHAVIOUR’ AND OTHER ONLINE INFLUENCE OPERATIONS IN SOCIAL MEDIA SPACES,panel includes junk news distribution and malinformation engagement estimates
MAYBE,W4312590649,10.47989/irisic2220,2022,"‘Confused, scared, hopeless, unsure.’ Teens looking for information about COVID-19",teen survey covering disinformation encounters
MAYBE,W7125955053,10.1093/socpro/spag003,2026,“Let them eat kale!”: Appeals to class-based resentment in American conservative opposition to climate change solutions,coded media corpus N=1788; misinformation share possible
MAYBE,W3048276999,10.1016/j.vaccine.2020.07.072,2020,“Vaccines for pregnant women…?! Absurd” – Mapping maternal vaccination discourse and stance on social media over six months,social media stance mapping; may report share of anti-vaccine content
