row_key,study_no,row_no,country,platform,period,measure,unit,group_label,our_value,our_construct,our_denominator,our_quote,your_verdict,your_value,your_share_of,your_quote,your_construct,your_note,study_extra
NEW-vanantwerpen-esm#497,70,1,Australia,multi_platform,1-5 May 2025 (5-day window around election),"RECALL-exposure: % of participants who self-reported seeing >=1 election misinfo over the 5-day ESM period (reach-style, self-report)",person,,50.41,RECALL,"123 ESM participants (convenience sample, Australian residents, left-leaning)","within our sample, 50.41% of participants (n = 62) reported seeing election-related misinformation during the 5-days surrounding the election.",CORRECT,,,,,,
NEW-vanantwerpen-esm#498,70,2,Australia,other,1-5 May 2025 (5-day window around election),RECALL-exposure intensity: % of completed ESM surveys in which participant reported seeing misinfo since last survey (% of time/moments),exposure,,17.72,RECALL,"completed ESM surveys (momentary observations, 2,278 total)","On average, participants reported 2.37 instances of misinformation across the ESM period, and in 17.72% of surveys answered.",CORRECT,,,,,,
2-s2.0-85199446608#265,71,1,United States,web_cross_platform,2021-10-03 to 2022-03-06 (23 weeks),recalled exposure - ever heard claim (% of panelists answering; participant-N=173),person,,80.35,RECALL,173 panelists ever answering the natural-immunity item,139 (80.35%) ... Natural immunity—People who have had COVID don't need to get vaccinated ... (n = 173),CORRECT,,,,,,
2-s2.0-85199446608#266,71,2,United States,web_cross_platform,2021-10-24 to 2022-02-20 (18 weeks),recalled exposure - ever heard claim (% of panelists answering; participant-N=163),person,,58.90,RECALL,163 panelists ever answering the vaccine-doesn't-last item,96 (58.90%) ... Vaccine doesn't last ... (n = 163),CORRECT,,,,,,
2-s2.0-85199446608#267,71,3,United States,web_cross_platform,2021-11-21 to 2022-01-23 (10 weeks),recalled exposure - ever heard claim (% of panelists answering; participant-N=134),person,,47.01,RECALL,134 panelists ever answering the vaccine-doesn't-work item,63 (47.01%) ... Vaccine doesn't work—Booster shots were made because the vaccines don't work. (n = 134),CORRECT,,,,,,
2-s2.0-85199446608#268,71,4,United States,web_cross_platform,2021-12-05 to 2022-02-06 (10 weeks),recalled exposure - ever heard claim (% of panelists answering; participant-N=150),person,,53.33,RECALL,150 panelists ever answering the Omicron item,80 (53.33%) ... Omicron—COVID-19 vaccines will not protect against the new Omicron variant ... (n = 150),CORRECT,,,,,,
2-s2.0-85199446608#269,71,5,United States,web_cross_platform,2022-06-26 to 2022-08-28 (10 weeks),recalled exposure - ever heard claim (% of panelists answering; participant-N=197),person,,29.95,RECALL,197 panelists ever answering the kids-at-low-risk item,59 (29.95%) ... Kids at low risk—Kids under 5 years are at low risk of COVID-19 and do not need the vaccine. (n = 197),CORRECT,,,,,,
2-s2.0-85128118104#83,72,1,China,survey,May 2017,recall-exposure: % respondents heard at least one of 8 false food rumors,person,,83.6,RECALL,3090 surveyed adults in Beijing and Hefei,"Among the respondents, 83.6% (2584/3090) heard at least one food rumor.",CORRECT,,,,,,
OA-W3206858890#310,73,1,Brazil,WhatsApp,2019,recall-exposure: % who self-report having received fake health news (n=[n] respondents),person,,89.4,RECALL,"1,195 Brazilian survey respondents (>18y, online questionnaire)","Most of the respondents, 1,069 (89.4%), received some fake news about health.",CORRECT,,,,,,
2-s2.0-85169326292#23,74,1,United States,multi_platform,May-Jun 2022,recall-sharing: % of survey respondents who self-report knowingly sharing false political info (participant-N),person,,14,RECALL,"2,001 US adults (demographically representative, Qualtrics/Cint/Dynata), surveyed May 26-June 30 2022",we found that 14 percent of respondents reported knowingly sharing misinformation,CORRECT,,,,,,
2-s2.0-85055756722#331,75,1,United Kingdom,Twitter/X,May-Jun 2017,RECALL-sharing: self-report willfully shared made-up news; n=1313 respondents,person,,8.9,RECALL,survey respondents (N=1313 UK Twitter users who shared political news in 2017 campaign),You thought was made up when you shared it ... 108 / 8.9,CORRECT,,,,,,"RECALL: 
- 67.7%
share of: survey respondents saying they shared problematic news during the 2017 UK general election.
""During the 2017 UK general election campaign, two-thirds (67.7%) of
our respondents admitted to sharing problematic news on social media, which shows that this phenomenon is widespread but also that people are at least prepared to acknowledge their responsibility when asked in a survey."""
2-s2.0-85055756722#332,75,2,United Kingdom,Twitter/X,May-Jun 2017,RECALL-sharing: self-report shared news later found made-up (unintentional); n=1313 respondents,person,,29.9,RECALL,survey respondents (N=1313),"Seemed accurate at the time, but you later found was made up ... 362 / 29.9",CORRECT,,,,,,"RECALL: 
- 67.7%
share of: survey respondents saying they shared problematic news during the 2017 UK general election.
""During the 2017 UK general election campaign, two-thirds (67.7%) of
our respondents admitted to sharing problematic news on social media, which shows that this phenomenon is widespread but also that people are at least prepared to acknowledge their responsibility when asked in a survey."""
2-s2.0-85055756722#333,75,3,United Kingdom,Twitter/X,May-Jun 2017,RECALL-sharing: self-report shared exaggerated news (aware); n=1313 respondents,person,,17.1,RECALL,survey respondents (N=1313),"Was exaggerated, and you were aware of this ... 207 / 17.1",CORRECT,,,,,is exaggerated news enough to be part of teh broader definition of misinformation?,"RECALL: 
- 67.7%
share of: survey respondents saying they shared problematic news during the 2017 UK general election.
""During the 2017 UK general election campaign, two-thirds (67.7%) of
our respondents admitted to sharing problematic news on social media, which shows that this phenomenon is widespread but also that people are at least prepared to acknowledge their responsibility when asked in a survey."""
2-s2.0-85096102360#27,76,1,South Korea,other,Apr 2020,"recall-exposure: % self-report exposed to >=1 WHO misinfo item in preceding 3 months (survey, n participants)",person,,67.78,RECALL,"1049 South Korean adults (Seoul Metropolitan area, weighted to 2018 census)",exposure to at least one COVID-19 misinformation item in the preceding three months was reported by 67.78% (n=711) of the respondents.,CORRECT,,,,,,"RECALL: 
RECALL
- 49.76% ""Masks can be sterilized and reused after steaming with hot water""
- 48.14%. ""Masks can be reused after spraying alcohol on its surface""
- 30.78% ""Drinking tea can prevent infection""
- 23.55% ""Gargling can disinfect the respiratory tract to prevent infection""
- 21.88% ""Coronavirus is artificially developed""
- 15.30% ""Basking in the sun can prevent infection""
- 15.29%  ""Gargling with salt can prevent infection""
- 14.34% ""Taking antibiotics can prevent or treat infection""
- 12.60% ""Flip the sides of a used mask to reuse it""
- 9.88% ""Drinking alcohol/smoking can prevent infection""
- 4.46% ""Only older adults can be infected""
- 1.99% ""A vaccine is available now""
Share of: Survey participants having heard of this specific misinformation item. 
"
2-s2.0-85172813494#363,77,1,Spain,survey,narrative window 14 Feb-7 Mar 2022; survey Mar 2022,"recall-exposure: % respondents who had heard the narrative (self-reported reach, per narrative)",person,,29,RECALL,1003 survey respondents (Spanish residents 18-74),"Just one of the narratives shows limited reach (N1-Covid&WHO), being heard by 29% of respondents.",CORRECT,,,,,"N1: Poland, Sweden and Norway have filed a lawsuit against the World Health Organization accusing it of infecting Europe","- 70.58% (N2: Russia is surrounded by hundreds of NATO bases, of neighbouring countries just China and Mongolia have none.)
- 63.8% (N3: Young immigrants can collect 450 rental assistance, 250 social bonus plus 200 for being immigrants. If they are “MENAS”, up to a supplement of 1,125 euros)
- 70.68% (N4: The labour law reform has been approved by a vote cast in error. As it is an error, it can be corrected and if the president of parliament does not respond to these requests, the government party is committing an illegality.). 
"
2-s2.0-85172813494#364,77,2,Spain,survey,narrative window 14 Feb-7 Mar 2022; survey Mar 2022,recall-exposure: % respondents who had heard the narrative,person,,60,RECALL,1003 survey respondents,"Other two narratives (N3-MENAS and N5-CovidVaccines), related to immigration and covid-related disinformation, were spread among 60%.",CORRECT,,,,,N5: The mRNA-based covid vaccines are scientific trials of unproven effectiveness and with side effects not yet detected,"- 70.58% (N2: Russia is surrounded by hundreds of NATO bases, of neighbouring countries just China and Mongolia have none.)
- 63.8% (N3: Young immigrants can collect 450 rental assistance, 250 social bonus plus 200 for being immigrants. If they are “MENAS”, up to a supplement of 1,125 euros)
- 70.68% (N4: The labour law reform has been approved by a vote cast in error. As it is an error, it can be corrected and if the president of parliament does not respond to these requests, the government party is committing an illegality.). 
"
2-s2.0-85172813494#365,77,3,Spain,survey,narrative window 14 Feb-7 Mar 2022; survey Mar 2022,recall-exposure: % respondents who had heard the narrative,person,,73,RECALL,1003 survey respondents,"all other narratives show levels of reach between 60-70%, being just N6 close to 73%",CORRECT,,,,,N6: The Spanish language is not taught in schools in Catalonia. It is common for children to finish school with a much lower level of knowledge than in the rest of Spain,"- 70.58% (N2: Russia is surrounded by hundreds of NATO bases, of neighbouring countries just China and Mongolia have none.)
- 63.8% (N3: Young immigrants can collect 450 rental assistance, 250 social bonus plus 200 for being immigrants. If they are “MENAS”, up to a supplement of 1,125 euros)
- 70.68% (N4: The labour law reform has been approved by a vote cast in error. As it is an error, it can be corrected and if the president of parliament does not respond to these requests, the government party is committing an illegality.). 
"
2-s2.0-85072114698#264,78,1,Nigeria,survey,2014 outbreak (recalled in 2017-2018 survey),recalled exposure to a specific false claim (% of respondents; participant-N=703),person,,95.02,RECALL,"703 Nigerian survey respondents (online convenience sample, 97.3% tertiary-educated)",Almost all of them reported having received some information to use salt water for protection against Ebola during the period of the outbreak (95.02%),CORRECT,,,,,,
2-s2.0-85124307830#45,79,1,Multi-country,Facebook,Jun-Jul 2020 (last-month recall),recall-exposure: % self-reporting saw/heard 'Drugs' COVID rumor (highest); n=[n] respondents,person,,84.2,RECALL,"18,407 weighted survey respondents across 40 countries","Drugs and Weather are the two most popular claims, with an average of 84.2% and 77.1% of participants encountering these rumors, respectively",CORRECT,,,,,,"RECALL
- 34.9% (Vinegar as a preventive measure) 
- 54.7% (Water as a preventive measure)
share of: survey respondents having heard these specific claims

""A smaller portion of respondents were exposed to do-it-yourself (DIY) rumors on preventive measures with Sunbath seen by54.7%, Water by 44.3%, Vinegar by 34.9%, and Dryer by 27.4% of the respondents."""
2-s2.0-85124307830#46,79,2,Multi-country,Facebook,Jun-Jul 2020 (last-month recall),recall-exposure: % self-reporting saw/heard 'Weather' COVID rumor; n=[n] respondents,person,,77.1,RECALL,"18,407 weighted survey respondents across 40 countries","Drugs and Weather are the two most popular claims, with an average of 84.2% and 77.1% of participants encountering these rumors",CORRECT,,,,,,"RECALL
- 34.9% (Vinegar as a preventive measure) 
- 54.7% (Water as a preventive measure)
share of: survey respondents having heard these specific claims

""A smaller portion of respondents were exposed to do-it-yourself (DIY) rumors on preventive measures with Sunbath seen by54.7%, Water by 44.3%, Vinegar by 34.9%, and Dryer by 27.4% of the respondents."""
2-s2.0-85124307830#47,79,3,Multi-country,Facebook,Jun-Jul 2020 (last-month recall),recall-exposure: % self-reporting saw/heard 'Tracking' (vaccine microchip) rumor; n=[n],person,,60.7,RECALL,"18,407 weighted survey respondents across 40 countries","Vaccination-related claims show moderate-to-high exposure with Tracking being seen by 60.7%, Population by 57.6% and Pharma by 55.7% of the respondents",CORRECT,,,,,,"RECALL
- 34.9% (Vinegar as a preventive measure) 
- 54.7% (Water as a preventive measure)
share of: survey respondents having heard these specific claims

""A smaller portion of respondents were exposed to do-it-yourself (DIY) rumors on preventive measures with Sunbath seen by54.7%, Water by 44.3%, Vinegar by 34.9%, and Dryer by 27.4% of the respondents."""
2-s2.0-85124307830#48,79,4,Multi-country,Facebook,Jun-Jul 2020 (last-month recall),recall-exposure: % self-reporting saw/heard 'Population' (vaccine population-control) rumor; n=[n],person,,57.6,RECALL,"18,407 weighted survey respondents across 40 countries","Tracking being seen by 60.7%, Population by 57.6% and Pharma by 55.7% of the respondents",CORRECT,,,,,,"RECALL
- 34.9% (Vinegar as a preventive measure) 
- 54.7% (Water as a preventive measure)
share of: survey respondents having heard these specific claims

""A smaller portion of respondents were exposed to do-it-yourself (DIY) rumors on preventive measures with Sunbath seen by54.7%, Water by 44.3%, Vinegar by 34.9%, and Dryer by 27.4% of the respondents."""
2-s2.0-85124307830#49,79,5,Multi-country,Facebook,Jun-Jul 2020 (last-month recall),recall-exposure: % self-reporting saw/heard 'Pharma' (vaccine profiteering) rumor; n=[n],person,,55.7,RECALL,"18,407 weighted survey respondents across 40 countries","Tracking being seen by 60.7%, Population by 57.6% and Pharma by 55.7% of the respondents",CORRECT,,,,,,"RECALL
- 34.9% (Vinegar as a preventive measure) 
- 54.7% (Water as a preventive measure)
share of: survey respondents having heard these specific claims

""A smaller portion of respondents were exposed to do-it-yourself (DIY) rumors on preventive measures with Sunbath seen by54.7%, Water by 44.3%, Vinegar by 34.9%, and Dryer by 27.4% of the respondents."""
2-s2.0-85124307830#50,79,6,Multi-country,Facebook,Jun-Jul 2020 (last-month recall),recall-exposure: % self-reporting saw/heard 'Dryer' DIY rumor (lowest claim); n=[n],person,,27.4,RECALL,"18,407 weighted survey respondents across 40 countries","Sunbath seen by 54.7%, Water by 44.3%, Vinegar by 34.9%, and Dryer by 27.4% of the respondents",CORRECT,,,,,,"RECALL
- 34.9% (Vinegar as a preventive measure) 
- 54.7% (Water as a preventive measure)
share of: survey respondents having heard these specific claims

""A smaller portion of respondents were exposed to do-it-yourself (DIY) rumors on preventive measures with Sunbath seen by54.7%, Water by 44.3%, Vinegar by 34.9%, and Dryer by 27.4% of the respondents."""
2-s2.0-84929523850#79,80,1,United Kingdom,multi_platform,20-24 Nov 2020,recall-exposure: self-report saw/heard anti-vaccine messages (% of people),person,,34.0,RECALL,UK residents aged 16-75 surveyed,1 in 3 people (34%) ... say they've seen or heard messages discouraging the public from getting a coronavirus vaccine,CORRECT,,,,,,
2-s2.0-84929523850#80,80,2,United Kingdom,multi_platform,20-24 Nov 2020,recall-exposure: self-report saw anti-vaccine messages on social media (% of people),person,,26.0,RECALL,UK residents aged 16-75 surveyed,A quarter of the population (26%) say they've seen or heard Covid anti-vax messages on social media,CORRECT,,,,,,
2-s2.0-85143274147#25,81,1,Morocco,multi_platform,8 Mar - 9 May 2021,"recall-exposure: % self-report encountered >=1 misinformation (survey, n participants)",person,,91.2,RECALL,295 Moroccan university students,The majority of respondents 269/295 (91.2%) claimed to have come across misinformation during the pandemic.,CORRECT,,,,,,"RECALL: 
- 24.2%
- 17.2% 
- 16.6%
share of: s ruvey respondents having heard this specific misinformation item
""The most frequent subjects of misinformation had to do with confinement and curfews (24.2%), the politics around the pandemic (17.2%) and the Covid-19 vaccine (16.6%)."""
2-s2.0-85143274147#26,81,2,Morocco,multi_platform,8 Mar - 9 May 2021,"recall-sharing: % self-report transmitted misinformation >=1 (survey, n participants)",person,,36.3,RECALL,295 Moroccan university students,"the majority of respondents (63.7%) reported having never transmitting misinformation. In other words, some 36.3% of respondents were involved in transmitting misinformation at some point during the pandemic.",CORRECT,,,,,recall sharing misinformation,"RECALL: 
- 24.2%
- 17.2% 
- 16.6%
share of: s ruvey respondents having heard this specific misinformation item
""The most frequent subjects of misinformation had to do with confinement and curfews (24.2%), the politics around the pandemic (17.2%) and the Covid-19 vaccine (16.6%)."""
2-s2.0-85117399204#208,82,1,United States,web_cross_platform,3-14 June 2021 (past-6-month recall window),"recall-exposure: self-reported exposure to >=1 of 8 vaccine-misinfo themes, past 6 months (n=600 respondents)",person,,73,RECALL,600 surveyed Florida adults (stratified quota web panel),"High levels of misinformation exposure were observed among participants, with 73% reporting some exposure to misinformation about COVID-19 vaccines in the past 6 months",CORRECT,,,,,,
NEW-jadara-2022#628,83,1,Levant,multi_platform,2020,self-reported exposure: % who read Covid-19 info that turned out to be untrue,person,,81.6,RECALL,"6,910 valid survey respondents (of 7,553 submitted)","Furthermore, according to the poll, 81.6 percent of respondents had read Covid-19-related material that turned out to be untrue.",CORRECT,,,,,,
2-s2.0-105018276467#187,84,1,Vietnam,multi_platform,Sep-Oct 2021,recall-exposure: % self-reporting >=occasional exposure to fake news (# participants),person,,68.8,RECALL,"1850 Vietnamese adolescent/young-adult survey respondents (snowball, 3 cities)","Overall, 68.8% reported at least occasional exposure to fake news on social networking sites",CORRECT,,,,,,
2-s2.0-105018276467#188,84,2,Vietnam,multi_platform,Sep-Oct 2021,recall-sharing: % self-reporting >=occasional joining-in to share fake news (# participants),person,,7.1,RECALL,1850 Vietnamese adolescent/young-adult survey respondents,only a small proportion actively intervened to prevent its spread (16.2%) or report to share it (7.1%),CORRECT,,,,,,
2-s2.0-85124823821#166,85,1,Nigeria,multi_platform,Jun 2020,"recall-exposure: % who received misinformation (self-report survey, n=1127)",person,,93.10,RECALL,1127 survey respondents,"Overall, 93.1% (1049/1127) received misinformation about the pandemic through social media",CORRECT,,,,,,"RECALL (shared misinformation) 
- 12.3% 
""In comparison, 12.3% (130/1061) shared the information with their social contacts without verification."""
2-s2.0-105008525623#426,86,1,Spain,survey,March 2023,self-reported prior exposure to narrative (recall-exposure); % of respondents,person,,29,RECALL,1003 Spanish residents aged 18-74,"la mayor parte de narrativas presenta porcentajes de exposicion de mas del 60% de los encuestados, con la unica excepcion de la N1 que llega solo al 29%",CORRECT,,,,,,
2-s2.0-105008525623#427,86,2,Spain,survey,March 2023,self-reported prior exposure to narrative (recall-exposure); % of respondents,person,,71,RECALL,1003 Spanish residents aged 18-74,Tabla 2 ... 2 OTAN 71% (Exposicion a narrativa),CORRECT,,,,,,
2-s2.0-105008525623#428,86,3,Spain,survey,March 2023,self-reported prior exposure to narrative (recall-exposure); % of respondents,person,,64,RECALL,1003 Spanish residents aged 18-74,Tabla 2 ... 3 Inmigracion 64% (Exposicion a narrativa),CORRECT,,,,,,
2-s2.0-105008525623#429,86,4,Spain,survey,March 2023,self-reported prior exposure to narrative (recall-exposure); % of respondents,person,,60.9,RECALL,1003 Spanish residents aged 18-74,"Tabla 2 ... 5 Vacunas 60,9% (Exposicion a narrativa)",CORRECT,,,,,,
2-s2.0-105008525623#430,86,5,Spain,survey,March 2023,self-reported prior exposure to narrative (recall-exposure); % of respondents,person,,73.7,RECALL,1003 Spanish residents aged 18-74,"Tabla 2 ... 6 Catalan en las escuelas 73,7% (Exposicion a narrativa)",CORRECT,,,,,,
2-s2.0-85086031086#36,87,1,Brazil,Facebook,21 May-3 Jul 2019,recall-sharing: % self-reporting accidental misinfo sharing in past month (survey; N=1615),person,,25.94,RECALL,survey respondents (valid; N=1615 WhatsApp users),Accidental Sharing on Facebook / Yes 25.94 %,CORRECT,,,,,,
2-s2.0-85086031086#37,87,2,Brazil,WhatsApp,21 May-3 Jul 2019,recall-sharing: % self-reporting accidental misinfo sharing in past month (survey; N=1615),person,,28.67,RECALL,survey respondents (valid; N=1615 WhatsApp users),Accidental Sharing on WhatsApp / Yes 28.67%,CORRECT,,,,,,
2-s2.0-85086031086#38,87,3,Brazil,Facebook,21 May-3 Jul 2019,recall-sharing: % self-reporting purposeful misinfo sharing in past month (survey; N=1615),person,,13.19,RECALL,survey respondents (valid; N=1615 WhatsApp users),Purposeful Sharing on Facebook / Yes 13.19%,CORRECT,,,,,,
2-s2.0-85086031086#39,87,4,Brazil,WhatsApp,21 May-3 Jul 2019,recall-sharing: % self-reporting purposeful misinfo sharing in past month (survey; N=1615),person,,14.36,RECALL,survey respondents (valid; N=1615 WhatsApp users),Purposeful Sharing on WhatsApp / Yes 14.36%,CORRECT,,,,,,
2-s2.0-85118260096#61,88,1,Hong Kong,multi_platform,9-23 April 2020,recall-exposure: survey self-report of having seen a specific false claim (population phone survey),person,,19.0,RECALL,"1501 randomly-sampled adults (population-based landline+mobile phone survey, weighted)","Of the 1501 respondents, 282 (19.0%; 95% CI 16.8% to 21.4%) reported having seen claims that 'smoking/alcohol drinking can protect against COVID-19' from social networking sites.",CORRECT,,,,,,
2-s2.0-85118260096#62,88,2,Hong Kong,multi_platform,9-23 April 2020,recall-exposure: survey self-report of having seen a specific false claim (sensitivity/parallel item),person,,17.0,RECALL,1501 randomly-sampled adults,exposure to claims that 'drinking tea can protect against COVID-19' (17.0%; 242 of 1501),CORRECT,,,,,,
2-s2.0-85136545530#673,89,1,United Kingdom,multi_platform,5-16 July 2018,recall-sharing: % of UK social media users who in the past month shared exaggerated or false news without correcting it (amplification),person,,9.9,RECALL,"2,005 UK social media users (Opinium online panel, quotas for age, gender, region; users of at least one of Facebook, Twitter, Instagram, WhatsApp)",a third (33.8%) of UK social media users who shared news in the past month amplified exaggerated or false news (RQ1). This amounts to a tenth (9.9%) of all UK social media users,CORRECT,,,,,,"RECALL
- 33.8
share of: UK social meia users who shared news"
